"Dist Code","Year","State Code","State Name","Dist Name","RICE IRRIGATED AREA (1000 ha)","WHEAT IRRIGATED AREA (1000 ha)","KHARIF SORGHUM IRRIGATED AREA (1000 ha)","RABI SORGHUM IRRIGATED AREA (1000 ha)","SORGHUM IRRIGATED AREA (1000 ha)","PEARL MILLET IRRIGATED AREA (1000 ha)","MAIZE IRRIGATED AREA (1000 ha)","FINGER MILLET IRRIGATED AREA (1000 ha)","BARLEY IRRIGATED AREA (1000 ha)","CHICKPEA IRRIGATED AREA (1000 ha)","PIGEONPEA IRRIGATED AREA (1000 ha)","MINOR PULSES IRRIGATED AREA (1000 ha)","PULSES IRRIGATED AREA (1000 ha)","GROUNDNUT IRRIGATED AREA (1000 ha)","SESAMUM IRRIGATED AREA (1000 ha)","LINSEED IRRIGATED AREA (1000 ha)","SUGARCANE IRRIGATED AREA (1000 ha)","COTTON IRRIGATED AREA (1000 ha)","FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha)","FODDER IRRIGATED AREA (1000 ha)"
"50","2012","1","Andhra Pradesh","S.P.S. Nellore","269.186","0.0","0.029","2.532","2.551","2.567","6.688","0.49","0.0","0.0","0.0","0.161","0.161","16.535","0.041","0.0","18.181","18.581","37.383","1.44"
"50","2013","1","Andhra Pradesh","S.P.S. Nellore","275.71","0.0","0.023","1.641","1.664","2.326","9.168","0.466","0.0","0.0","0.0","0.141","0.141","17.422","0.038","0.0","13.592","18.536","36.777","1.298"
"50","2014","1","Andhra Pradesh","S.P.S. Nellore","279.084","0.0","0.014","1.147","1.164","1.928","6.816","0.417","0.0","0.0","0.0","0.522","0.522","10.237","0.049","0.0","7.187","19.476","35.301","1.83"
"50","2015","1","Andhra Pradesh","S.P.S. Nellore","303.722","0.0","0.004","0.197","0.211","1.074","3.654","0.47","0.0","0.0","0.0","0.08","0.08","12.68","0.023","0.0","3.721","13.843","35.513","1.724"
"50","2016","1","Andhra Pradesh","S.P.S. Nellore","219.18","0.0","0.042","0.985","1.023","1.946","3.531","0.533","0.0","0.551","0.141","0.758","1.45","17.905","0.011","0.0","2.328","10.496","35.333","1.134"
"50","2017","1","Andhra Pradesh","S.P.S. Nellore","242.276","0.0","0.019","0.298","0.321","2.152","7.378","0.301","0.0","0.817","0.0","0.061","0.882","13.679","0.0","0.0","1.768","10.915","33.5","1.184"
"50","2018","1","Andhra Pradesh","S.P.S. Nellore","190.582","0.0","0.013","0.318","0.331","0.603","2.525","0.275","0.0","0.519","0.0","0.172","0.692","10.228","0.009","0.0","1.201","10.371","32.924","1.145"
"50","2019","1","Andhra Pradesh","S.P.S. Nellore","262.867","0.0","0.003","0.063","0.066","0.927","3.545","0.187","0.0","0.567","0.001","0.001","0.7","10.009","0.0","0.0","0.579","10.114","32.034","1.302"
"50","2020","1","Andhra Pradesh","S.P.S. Nellore","346.674","0.0","0.002","0.034","0.035","0.867","4.556","0.102","0.0","0.437","0.014","2.04","2.491","15.081","0.001","0.0","0.111","10.445","28.35","0.715"
"51","2011","1","Andhra Pradesh","Kurnool","125.473","0.06","6.453","27.139","33.592","0.906","20.462","0.139","0.0","13.27","1.69","9.555","24.515","19.384","0.4","0.0","2.427","25.624","42.108","0.525"
"51","2012","1","Andhra Pradesh","Kurnool","97.292","0.06","5.548","24.824","30.372","1.368","25.162","0.173","0.0","9.19","1.26","5.316","15.766","24.906","0.445","0.0","2.579","26.082","31.343","0.658"
"51","2013","1","Andhra Pradesh","Kurnool","146.413","0.09","5.24","20.832","26.072","1.336","29.663","0.158","0.0","5.19","0.79","3.365","9.345","19.58","1.276","0.0","1.041","27.076","28.037","0.565"
"51","2014","1","Andhra Pradesh","Kurnool","131.078","0.0","4.112","20.311","24.424","0.632","25.995","0.138","0.0","2.01","1.58","9.477","13.077","14.95","2.511","0.0","1.5","40.006","39.529","0.875"
"51","2015","1","Andhra Pradesh","Kurnool","61.077","0.0","1.622","24.388","26.009","0.295","14.575","0.16","0.0","0.99","2.94","12.834","16.774","15.694","0.25","0.0","1.536","24.752","44.32","0.795"
"51","2016","1","Andhra Pradesh","Kurnool","113.877","0.0","1.898","15.364","17.26","0.499","19.429","0.149","0.0","9.752","3.939","20.256","33.947","19.607","0.195","0.0","0.609","17.598","43.439","0.437"
"51","2017","1","Andhra Pradesh","Kurnool","108.202","0.0","0.388","15.606","15.986","0.551","30.459","0.085","0.0","14.754","1.59","9.206","25.551","15.902","0.93","0.0","0.71","14.063","33.574","0.387"
"51","2018","1","Andhra Pradesh","Kurnool","119.424","0.093","0.004","17.612","17.617","0.279","26.936","0.052","0.0","6.179","4.742","12.257","23.178","10.028","0.522","0.0","0.821","20.222","40.799","0.453"
"51","2019","1","Andhra Pradesh","Kurnool","134.038","0.018","0.756","13.495","14.251","0.993","29.059","0.056","0.0","5.087","4.559","4.559","24.428","16.481","0.932","0.0","0.44","21.797","39.274","0.612"
"51","2020","1","Andhra Pradesh","Kurnool","136.594","0.014","0.111","14.748","14.859","1.286","33.13","0.017","0.0","1.859","5.062","31.041","37.962","32.329","0.6","0.0","0.308","17.357","37.155","0.261"
"52","2011","1","Andhra Pradesh","Ananthapur","48.38","0.08","1.05","2.64","3.69","2.09","14.74","2.85","0.0","0.48","0.03","0.14","0.65","32.17","0.0","0.0","0.49","5.41","44.25","0.094"
"52","2012","1","Andhra Pradesh","Ananthapur","29.04","0.13","0.48","2.21","2.69","1.77","14.23","2.13","0.0","0.75","0.01","0.14","0.9","33.51","0.0","0.0","0.36","6.21","42.24","0.122"
"52","2013","1","Andhra Pradesh","Ananthapur","40.34","0.06","0.36","1.93","2.29","1.08","13.59","2.22","0.0","0.61","0.0","0.2","0.81","33.51","0.0","0.0","0.47","6.93","48.22","0.151"
"52","2014","1","Andhra Pradesh","Ananthapur","29.2","0.05","0.17","1.64","1.82","1.3","10.27","1.54","0.0","1.48","0.01","2.15","3.64","25.21","0.0","0.0","0.11","9.76","57.05","0.188"
"52","2015","1","Andhra Pradesh","Ananthapur","33.61","0.01","0.42","3.0","3.42","1.59","8.61","1.53","0.0","0.7","0.02","0.06","0.78","36.38","0.0","0.0","0.16","5.8","69.35","0.361"
"52","2016","1","Andhra Pradesh","Ananthapur","22.88","0.0","0.09","0.99","1.09","1.43","7.66","2.05","0.0","0.37","0.04","0.11","0.51","31.63","0.0","0.0","0.21","3.19","73.03","0.433"
"52","2017","1","Andhra Pradesh","Ananthapur","30.89","0.01","0.7","1.61","2.31","2.1","9.82","1.92","0.0","0.64","0.03","0.2","0.87","32.72","0.0","0.0","0.12","2.76","76.26","0.223"
"52","2018","1","Andhra Pradesh","Ananthapur","30.996","0.0","0.096","0.868","0.964","2.439","8.939","1.609","0.0","1.509","0.072","0.071","1.652","31.038","0.0","0.0","0.363","2.06","75.1","0.421"
"52","2019","1","Andhra Pradesh","Ananthapur","32.522","0.009","0.134","1.76","1.894","1.449","13.788","1.62","0.0","2.491","0.052","0.052","2.663","51.247","0.004","0.0","0.311","6.191","77.676","0.481"
"52","2020","1","Andhra Pradesh","Ananthapur","35.735","0.021","0.434","2.372","2.806","1.571","18.241","2.379","0.0","0.396","0.217","0.587","1.2","72.736","0.001","0.052","0.074","5.298","74.629","0.287"
"53","2011","1","Andhra Pradesh","Kadapa YSR","53.9","0.01","0.76","2.61","3.37","3.52","1.43","0.14","0.0","0.06","0.0","2.07","2.13","25.49","4.73","0.0","1.28","13.88","54.31","0.896"
"53","2012","1","Andhra Pradesh","Kadapa YSR","30.75","0.0","0.14","6.53","6.67","2.56","2.65","0.18","0.0","0.0","0.02","0.79","0.8","26.1","4.6","0.42","1.22","7.34","53.87","0.887"
"53","2013","1","Andhra Pradesh","Kadapa YSR","62.71","0.0","0.44","2.34","2.78","3.45","5.13","0.13","0.0","0.0","0.04","0.43","0.47","22.42","6.66","0.47","0.91","7.98","52.17","0.64"
"53","2014","1","Andhra Pradesh","Kadapa YSR","45.89","0.0","0.31","3.44","3.75","2.49","3.33","0.09","0.0","0.0","0.02","0.81","0.83","14.98","8.11","0.36","0.57","10.61","54.55","0.67"
"53","2015","1","Andhra Pradesh","Kadapa YSR","40.26","0.0","0.34","1.28","1.62","2.77","1.45","0.12","0.0","0.0","0.07","1.59","1.66","26.53","3.83","0.25","0.49","6.06","55.93","0.572"
"53","2016","1","Andhra Pradesh","Kadapa YSR","50.33","0.0","0.21","2.07","2.28","3.73","2.66","0.15","0.0","0.66","0.07","1.47","2.2","18.67","4.15","0.22","0.35","3.85","59.08","0.834"
"53","2017","1","Andhra Pradesh","Kadapa YSR","54.98","0.01","0.21","1.47","1.68","5.36","3.27","0.17","0.0","0.21","0.11","1.05","1.37","23.14","2.87","0.22","0.46","4.36","69.76","0.705"
"53","2018","1","Andhra Pradesh","Kadapa YSR","45.84","0.0","0.025","1.785","1.81","1.349","4.019","0.097","0.0","0.095","0.043","0.959","1.097","15.789","2.609","0.142","0.482","4.166","69.507","0.92"
"53","2019","1","Andhra Pradesh","Kadapa YSR","41.809","0.0","0.415","0.669","1.084","3.704","2.339","0.057","0.0","0.031","0.153","0.153","0.799","16.148","3.031","0.124","0.201","4.551","67.627","0.928"
"53","2020","1","Andhra Pradesh","Kadapa YSR","60.187","0.0","0.024","0.724","0.748","4.23","1.848","0.071","0.0","0.008","0.055","2.218","2.281","19.274","1.161","0.128","0.079","3.687","55.75","0.315"
"54","2011","1","Andhra Pradesh","Chittoor","50.82","0.0","0.0","0.0","0.0","1.07","1.45","1.84","0.0","0.0","0.06","1.25","1.3","19.95","0.31","0.0","54.97","0.4","42.2","4.295"
"54","2012","1","Andhra Pradesh","Chittoor","47.35","0.0","0.0","0.0","0.0","0.88","1.18","1.46","0.0","0.02","0.06","0.84","0.91","22.44","0.37","0.0","52.4","0.54","43.66","3.855"
"54","2013","1","Andhra Pradesh","Chittoor","49.68","0.0","0.0","0.0","0.0","1.06","2.52","2.53","0.0","0.0","0.05","0.86","0.92","18.44","0.39","0.0","52.24","0.35","45.28","4.133"
"54","2014","1","Andhra Pradesh","Chittoor","40.91","0.0","0.0","0.0","0.0","0.9","2.5","1.36","0.0","0.0","0.02","1.3","1.32","10.97","0.84","0.0","46.84","0.81","44.67","4.894"
"54","2015","1","Andhra Pradesh","Chittoor","88.1","0.0","0.0","0.0","0.0","1.25","2.05","1.39","0.0","0.0","0.01","1.36","1.37","16.43","0.34","0.01","39.06","1.14","48.31","5.086"
"54","2016","1","Andhra Pradesh","Chittoor","46.68","0.0","0.0","0.0","0.0","1.4","1.67","1.22","0.0","0.0","0.05","2.29","2.34","21.25","0.64","0.0","35.37","0.76","53.6","6.647"
"54","2017","1","Andhra Pradesh","Chittoor","64.77","0.0","0.01","0.02","0.03","0.93","1.8","1.62","0.0","0.0","0.04","1.7","1.74","20.41","0.37","0.01","35.36","0.5","58.0","7.695"
"54","2018","1","Andhra Pradesh","Chittoor","43.916","0.0","0.0","0.0","0.0","0.663","1.457","1.405","0.0","0.0","0.053","2.564","2.617","14.547","1.06","0.009","32.325","0.271","56.096","7.069"
"54","2019","1","Andhra Pradesh","Chittoor","54.486","0.0","0.0","0.011","0.011","0.624","1.733","1.305","0.0","0.0","0.028","0.028","1.654","15.173","0.979","0.009","26.041","0.236","57.686","7.358"
"54","2020","1","Andhra Pradesh","Chittoor","90.139","0.0","0.001","0.0","0.001","0.942","1.57","1.215","0.0","0.0","0.03","1.149","1.179","14.198","0.511","0.0","21.674","0.093","58.923","8.681"
"55","2011","20","Telangana","Hyderabad","43.44","0.68","0.0","1.56","1.56","0.0","2.33","0.06","0.0","0.0","0.01","0.15","0.16","9.05","0.0","0.0","2.47","0.0","-1.0","3.076"
"55","2012","20","Telangana","Hyderabad","40.91","0.62","0.0","0.94","0.94","0.0","1.46","0.05","0.0","0.0","0.0","0.14","0.14","8.96","0.0","0.0","2.15","0.0","26.86","3.361"
"55","2013","20","Telangana","Hyderabad","45.04","0.57","0.0","1.1","1.1","0.0","1.67","0.33","0.0","0.0","0.0","0.24","0.24","10.64","0.0","0.0","1.78","0.0","29.04","3.063"
"55","2014","20","Telangana","Hyderabad","34.88","0.39","0.0","0.67","0.67","0.0","1.66","0.12","0.0","0.0","0.02","0.07","0.09","6.17","0.0","0.0","2.05","0.0","28.42","3.156"
"55","2015","20","Telangana","Hyderabad","24.28","0.2","0.0","0.58","0.58","0.0","1.95","0.06","0.0","0.0","0.05","0.07","0.12","3.34","0.0","0.0","2.32","0.0","25.74","2.6"
"55","2016","20","Telangana","Hyderabad","17.41","-1.0","-1.0","-1.0","-1.0","-1.0","0.69","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.165","-1.0","-1.0","-1.0","-1.0","23.217","1.977"
"55","2017","20","Telangana","Hyderabad","24.36","-1.0","-1.0","-1.0","-1.0","-1.0","1.05","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.335","-1.0","-1.0","-1.0","-1.0","24.206","1.86"
"55","2018","20","Telangana","Hyderabad","19.027","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","23.816","3.491"
"55","2019","20","Telangana","Hyderabad","29.618","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","30.451","0.826"
"55","2020","20","Telangana","Hyderabad","68.047","-1.0","-1.0","-1.0","-1.0","-1.0","0.103","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.878","-1.0","-1.0","-1.0","-1.0","22.827","1.038"
"56","2011","20","Telangana","Nizamabad","259.36","1.21","0.0","0.06","0.06","6.54","45.43","0.0","0.0","0.45","0.0","2.16","2.6","1.34","2.95","0.0","15.61","0.0","-1.0","17.532"
"56","2012","20","Telangana","Nizamabad","192.95","1.27","0.0","0.86","0.86","3.3","53.12","0.0","0.0","0.48","0.0","2.02","2.51","1.33","4.72","0.0","14.14","0.0","8.32","17.662"
"56","2013","20","Telangana","Nizamabad","260.66","1.17","0.0","0.0","0.0","6.76","53.12","0.0","0.0","0.0","0.0","1.86","1.86","1.2","4.05","0.0","12.46","0.0","9.57","18.041"
"56","2014","20","Telangana","Nizamabad","169.27","1.2","0.0","5.62","5.62","6.06","32.78","0.0","0.0","0.11","0.0","1.12","1.23","0.88","5.16","0.0","11.6","0.0","9.05","21.2"
"56","2015","20","Telangana","Nizamabad","98.03","0.81","0.0","2.19","2.19","1.58","25.44","0.0","0.0","1.13","0.01","2.11","3.26","0.55","2.09","0.0","9.79","0.0","7.49","8.551"
"56","2016","20","Telangana","Nizamabad","186.02","0.12","0.0","0.13","0.13","9.37","24.1","0.0","0.0","0.0","0.024","0.663","0.687","0.343","3.225","0.0","0.604","0.0","5.753","19.569"
"56","2017","20","Telangana","Nizamabad","173.28","0.08","0.0","0.05","0.05","4.75","26.34","0.0","0.0","0.162","0.0","0.371","0.533","0.221","3.853","0.0","0.632","0.0","5.272","19.757"
"56","2018","20","Telangana","Nizamabad","168.354","0.096","0.0","0.051","0.051","5.072","25.547","0.0","0.0","0.13","0.03","0.356","0.516","0.133","5.303","0.0","0.669","0.095","5.685","18.396"
"56","2019","20","Telangana","Nizamabad","273.891","0.066","0.005","0.112","0.117","6.501","33.506","0.0","0.0","4.18","0.004","0.152","4.336","0.096","5.595","0.0","0.371","0.0","5.108","12.604"
"56","2020","20","Telangana","Nizamabad","311.839","0.04","0.005","0.718","0.723","6.604","10.306","0.0","0.0","3.376","0.361","0.183","3.92","0.092","3.868","0.0","0.53","0.311","4.697","17.641"
"57","2011","20","Telangana","Medak","136.78","2.54","0.0","0.0","0.0","0.0","11.82","0.0","0.0","0.0","0.01","0.66","0.68","1.15","0.06","0.0","46.39","0.0","-1.0","0.13"
"57","2012","20","Telangana","Medak","110.25","2.44","0.0","0.18","0.18","0.0","18.35","0.0","0.0","0.0","0.01","0.78","0.79","1.46","0.08","0.0","42.6","0.0","29.25","0.041"
"57","2013","20","Telangana","Medak","170.77","2.12","0.0","0.31","0.31","0.0","18.78","0.0","0.0","0.0","0.06","0.62","0.68","1.4","0.11","0.0","43.5","0.0","25.47","0.017"
"57","2014","20","Telangana","Medak","110.82","1.25","0.0","1.73","1.73","0.0","17.68","0.0","0.0","0.0","0.01","0.58","0.59","0.77","0.25","0.0","39.85","0.0","28.23","0.07"
"57","2015","20","Telangana","Medak","84.15","1.16","0.0","2.19","2.19","0.0","14.35","0.0","0.0","0.0","0.0","0.5","0.5","0.57","0.08","0.0","31.05","0.0","27.96","0.086"
"57","2016","20","Telangana","Medak","77.22","0.25","0.0","0.5","0.5","0.0","9.93","0.0","0.0","0.0","0.001","0.069","0.07","0.309","0.011","0.0","1.799","0.0","5.367","0.024"
"57","2017","20","Telangana","Medak","77.54","0.19","0.0","0.47","0.47","0.0","5.99","0.0","0.0","0.0","0.0","0.02","0.02","0.118","0.003","0.0","2.623","0.0","5.207","0.005"
"57","2018","20","Telangana","Medak","43.15","0.102","0.0","0.346","0.346","0.0","2.08","0.0","0.0","0.022","0.0","0.017","0.039","0.057","0.013","0.0","1.904","0.0","3.973","0.046"
"57","2019","20","Telangana","Medak","80.081","0.076","0.0","0.959","0.959","0.007","3.494","0.003","0.0","0.136","0.0","0.021","0.157","0.037","0.02","0.0","0.806","0.0","3.538","0.028"
"57","2020","20","Telangana","Medak","148.052","0.03","0.0","1.375","1.375","0.018","0.566","0.002","0.0","0.002","0.039","0.029","0.07","0.155","0.025","0.0","0.62","0.0","2.943","0.024"
"58","2011","20","Telangana","Mahabubnagar","168.32","0.02","0.0","1.57","1.57","0.02","5.46","0.21","0.0","0.01","0.0","0.15","0.16","94.01","0.0","0.0","5.37","9.4","-1.0","1.286"
"58","2012","20","Telangana","Mahabubnagar","137.36","0.01","0.0","1.35","1.35","0.0","5.19","0.12","0.0","0.0","0.0","0.1","0.1","99.88","0.0","0.0","4.03","12.05","31.39","1.343"
"58","2013","20","Telangana","Mahabubnagar","164.19","0.01","0.0","0.8","0.8","0.0","5.46","0.18","0.0","0.0","0.0","0.15","0.15","117.09","0.0","0.0","3.25","11.15","33.32","1.217"
"58","2014","20","Telangana","Mahabubnagar","157.2","0.0","0.01","1.29","1.31","0.0","7.76","0.21","0.0","0.02","0.0","1.02","1.04","92.7","0.34","0.0","3.48","16.47","39.26","1.018"
"58","2015","20","Telangana","Mahabubnagar","92.58","0.0","0.0","1.58","1.58","0.0","3.48","0.12","0.0","0.0","0.06","2.7","2.76","73.82","0.0","0.0","4.11","13.27","38.42","1.387"
"58","2016","20","Telangana","Mahabubnagar","52.12","0.0","0.0","0.11","0.11","0.0","0.42","0.233","0.0","0.005","0.0","0.076","0.081","14.864","0.0","0.0","0.993","0.002","12.124","0.813"
"58","2017","20","Telangana","Mahabubnagar","58.77","0.0","0.0","0.04","0.04","0.0","0.18","0.244","0.0","0.004","0.0","0.017","0.021","18.934","0.199","0.0","0.952","0.0","12.274","0.983"
"58","2018","20","Telangana","Mahabubnagar","18.631","0.0","0.0","0.0","0.0","0.0","0.027","0.084","0.0","0.0","0.003","0.018","0.021","2.53","0.0","0.0","0.272","34.077","7.48","0.84"
"58","2019","20","Telangana","Mahabubnagar","31.081","0.0","0.0","0.017","0.017","0.0","0.177","0.176","0.0","0.005","0.004","0.026","0.035","3.9","0.003","0.0","0.264","0.0","7.092","0.315"
"58","2020","20","Telangana","Mahabubnagar","95.206","0.001","0.0","0.027","0.027","0.0","0.412","0.264","0.0","0.02","0.002","0.079","0.101","3.883","0.002","0.0","0.126","16.132","6.576","0.18"
"59","2011","20","Telangana","Nalgonda","327.76","0.0","0.0","0.0","0.0","0.0","0.59","0.0","0.0","0.01","0.0","5.45","5.46","12.15","0.0","0.0","1.62","0.0","-1.0","0.314"
"59","2012","20","Telangana","Nalgonda","208.52","0.0","0.0","0.0","0.0","0.0","1.64","0.0","0.0","0.0","0.01","3.8","3.81","17.31","0.04","0.0","1.88","0.0","49.62","0.577"
"59","2013","20","Telangana","Nalgonda","393.74","0.0","0.0","0.0","0.0","0.0","0.69","0.0","0.0","0.0","0.01","0.9","0.91","15.96","0.01","0.0","1.65","0.0","46.74","1.033"
"59","2014","20","Telangana","Nalgonda","323.38","0.0","0.0","0.0","0.0","0.0","1.17","0.0","0.0","0.0","0.03","0.54","0.57","11.81","0.0","0.0","1.99","0.0","41.91","0.671"
"59","2015","20","Telangana","Nalgonda","212.73","0.0","0.0","0.0","0.0","0.0","0.36","0.0","0.0","0.0","0.24","1.52","1.77","9.12","0.0","0.0","2.06","0.0","40.26","1.669"
"59","2016","20","Telangana","Nalgonda","137.55","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.817","0.817","4.764","0.098","0.0","0.756","1.359","36.306","0.093"
"59","2017","20","Telangana","Nalgonda","160.74","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.0","0.0","0.303","0.303","4.965","0.0","0.0","0.517","0.0","30.219","0.129"
"59","2018","20","Telangana","Nalgonda","179.755","0.0","0.0","0.011","0.011","0.0","0.03","0.0","0.0","0.0","0.0","0.108","0.108","3.529","0.012","0.0","0.502","0.0","30.216","0.27"
"59","2019","20","Telangana","Nalgonda","277.871","0.0","0.0","0.047","0.047","0.007","0.057","0.0","0.0","0.0","0.0","0.232","0.232","4.592","0.002","0.0","0.209","67.309","31.636","0.202"
"59","2020","20","Telangana","Nalgonda","345.953","0.003","0.0","0.016","0.016","0.009","0.031","0.0","0.0","0.038","0.001","0.363","0.402","7.475","0.002","0.0","0.119","26.223","26.768","0.122"
"60","2011","20","Telangana","Warangal","221.02","0.0","0.0","0.44","0.44","0.0","38.12","0.0","0.0","0.15","0.13","2.42","2.69","18.86","0.06","0.0","0.0","118.37","-1.0","0.033"
"60","2012","20","Telangana","Warangal","206.08","0.0","0.0","0.28","0.28","0.0","46.01","0.0","0.0","0.2","0.38","3.06","3.63","26.59","0.02","0.0","0.0","120.71","17.06","0.033"
"60","2013","20","Telangana","Warangal","251.09","0.0","0.0","0.01","0.01","0.0","56.17","0.0","0.0","0.03","0.11","2.91","3.04","26.58","0.26","0.0","0.01","104.69","19.63","0.04"
"60","2014","20","Telangana","Warangal","140.58","0.0","0.0","0.03","0.03","0.08","57.9","0.0","0.0","0.15","0.18","3.85","4.17","20.24","0.15","0.0","0.0","99.85","21.56","0.074"
"60","2015","20","Telangana","Warangal","179.08","0.0","0.0","0.29","0.29","0.0","39.57","0.0","0.0","0.14","0.33","2.09","2.56","17.65","0.1","0.0","0.0","114.04","20.64","0.075"
"60","2016","20","Telangana","Warangal","56.85","0.0","0.0","0.02","0.02","0.0","23.64","0.0","0.0","0.092","0.002","0.361","0.455","4.48","0.077","0.0","0.0","43.124","8.254","0.0"
"60","2017","20","Telangana","Warangal","54.0","0.0","0.0","0.0","0.0","0.0","24.24","0.0","0.0","0.588","0.003","0.372","0.963","4.204","0.012","0.0","0.002","50.631","9.593","0.0"
"60","2018","20","Telangana","Warangal","54.239","0.0","0.0","0.051","0.051","0.001","27.367","0.0","0.0","0.296","0.043","0.45","0.789","5.98","0.01","0.0","0.0","47.312","10.517","0.0"
"60","2019","20","Telangana","Warangal","79.668","0.0","0.001","0.025","0.026","0.001","58.24","0.002","0.0","0.228","0.035","0.395","0.658","3.955","0.024","0.0","0.001","46.479","8.273","0.0"
"60","2020","20","Telangana","Warangal","99.139","0.0","0.001","0.071","0.072","0.0","43.958","0.0","0.0","0.029","0.638","0.959","1.626","4.798","0.235","0.0","0.0","57.686","7.139","0.034"
"61","2011","20","Telangana","Khammam","138.78","0.0","0.0","0.0","0.0","0.0","18.88","0.0","0.0","0.01","0.01","0.34","0.36","4.54","0.04","0.0","9.11","19.22","-1.0","0.028"
"61","2012","20","Telangana","Khammam","122.06","0.0","0.0","0.01","0.01","0.0","20.62","0.0","0.0","0.02","0.0","0.33","0.35","5.66","0.0","0.0","10.64","10.33","6.67","0.042"
"61","2013","20","Telangana","Khammam","170.85","0.0","0.0","0.02","0.02","0.0","23.43","0.0","0.0","0.0","0.0","0.49","0.49","5.31","0.0","0.0","9.61","19.97","7.08","0.013"
"61","2014","20","Telangana","Khammam","127.31","0.0","0.0","0.0","0.0","0.0","17.75","0.0","0.0","0.0","0.0","1.02","1.02","3.25","0.0","0.0","10.33","19.43","6.54","0.017"
"61","2015","20","Telangana","Khammam","103.74","0.0","0.0","0.0","0.0","0.0","10.6","0.0","0.0","0.0","0.01","0.79","0.8","4.65","0.04","0.0","9.28","14.14","6.18","0.076"
"61","2016","20","Telangana","Khammam","66.86","0.0","0.0","0.01","0.01","0.0","10.35","0.0","0.0","0.017","0.011","1.638","1.666","2.563","0.006","0.0","8.257","7.461","4.576","0.25"
"61","2017","20","Telangana","Khammam","104.13","0.0","0.0","0.13","0.13","0.0","27.16","0.0","0.0","0.007","0.013","1.079","1.099","1.73","0.002","0.0","7.62","10.2","4.687","0.115"
"61","2018","20","Telangana","Khammam","113.713","0.0","0.0","0.136","0.136","0.0","16.096","0.0","0.0","0.004","0.013","1.022","1.039","1.236","0.003","0.0","6.449","44.203","7.44","0.062"
"61","2019","20","Telangana","Khammam","173.822","0.0","0.0","0.218","0.218","0.001","40.133","0.0","0.0","0.01","0.0","1.309","1.319","0.635","0.007","0.0","3.948","51.378","7.763","0.053"
"61","2020","20","Telangana","Khammam","203.78","0.0","0.0","0.444","0.444","0.0","31.977","0.0","0.0","0.028","0.123","8.713","8.864","1.676","0.141","0.0","4.981","59.702","9.698","0.093"
"62","2011","20","Telangana","Karimnagar","343.08","0.02","0.0","0.22","0.22","0.6","81.15","0.0","0.0","0.05","0.56","12.37","12.98","7.79","5.74","0.0","3.5","76.27","-1.0","0.047"
"62","2012","20","Telangana","Karimnagar","289.43","0.01","0.0","0.03","0.03","0.7","84.71","0.0","0.0","0.21","0.37","10.46","11.04","9.26","7.63","0.0","3.94","69.26","30.65","0.0"
"62","2013","20","Telangana","Karimnagar","417.91","0.0","0.0","0.0","0.0","1.97","86.3","0.0","0.0","0.27","0.26","10.89","11.42","10.89","5.99","0.0","4.06","71.72","29.18","0.0"
"62","2014","20","Telangana","Karimnagar","278.19","0.0","0.0","0.05","0.05","1.5","86.51","0.0","0.0","0.69","0.24","8.92","9.86","6.96","7.23","0.0","2.79","63.48","28.0","0.0"
"62","2015","20","Telangana","Karimnagar","170.4","0.0","0.0","0.05","0.05","1.04","68.32","0.0","0.0","0.54","0.07","5.43","6.04","5.79","3.17","0.0","1.18","51.21","27.89","0.0"
"62","2016","20","Telangana","Karimnagar","94.98","0.0","0.0","0.0","0.0","0.0","25.55","0.0","0.0","0.0","0.01","0.388","0.398","2.331","0.005","0.0","0.0","15.906","5.861","0.0"
"62","2017","20","Telangana","Karimnagar","101.89","0.0","0.0","0.0","0.0","0.0","14.48","0.0","0.0","0.008","0.007","0.132","0.147","1.834","0.009","0.0","0.0","18.922","4.052","0.0"
"62","2018","20","Telangana","Karimnagar","103.319","0.0","0.0","0.0","0.0","0.0","16.222","0.0","0.0","0.0","0.0","0.359","0.359","1.396","0.0","0.0","0.0","15.703","4.233","0.0"
"62","2019","20","Telangana","Karimnagar","169.127","0.0","0.0","0.0","0.0","0.0","21.131","0.0","0.0","0.005","0.001","0.184","0.19","1.844","0.004","0.0","0.0","11.187","4.333","0.0"
"62","2020","20","Telangana","Karimnagar","209.42","0.0","0.013","0.006","0.019","0.002","10.726","0.0","0.0","0.017","0.154","0.333","0.504","0.669","0.072","0.0","0.0","13.522","4.086","0.017"
"63","2011","20","Telangana","Adilabad","67.45","3.28","0.0","0.99","0.99","0.52","11.58","0.0","0.0","0.56","0.19","0.36","1.1","1.01","1.53","0.0","0.0","7.22","-1.0","0.08"
